GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01263,20:12:30,4350,20:26:41,5201,00:14:11,851
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01275,20:13:01,4381,20:26:43,5203,00:13:42,822
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01257,20:12:15,4335,20:26:45,5205,00:14:30,870
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01264,20:12:31,4351,20:26:46,5206,00:14:15,855
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01271,20:12:51,4371,20:26:48,5208,00:13:57,837
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01276,20:13:03,4383,20:26:49,5209,00:13:46,826
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01265,20:12:34,4354,20:26:51,5211,00:14:17,857
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01266,20:12:36,4356,20:26:52,5212,00:14:16,856
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01274,20:13:00,4380,20:26:54,5214,00:13:54,834
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01273,20:12:55,4375,20:26:55,5215,00:14:00,840
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01278,20:13:11,4391,20:26:57,5217,00:13:46,826
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:12:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01270,20:12:49,4369,20:26:58,5218,00:14:09,849
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01286,20:13:32,4412,20:27:00,5220,00:13:28,808
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01279,20:13:12,4392,20:27:01,5221,00:13:49,829
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route3"} "startTime":"20:10:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R3_70"]},ag01207,20:10:00,4200,20:27:03,5223,00:17:03,1023
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01285,20:13:30,4410,20:27:03,5223,00:13:33,813
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01280,20:13:13,4393,20:27:05,5225,00:13:52,832
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01291,20:13:46,4426,20:27:06,5226,00:13:20,800
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01288,20:13:36,4416,20:27:08,5228,00:13:32,812
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01282,20:13:22,4402,20:27:09,5229,00:13:47,827
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01284,20:13:29,4409,20:27:11,5231,00:13:42,822
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01283,20:13:28,4408,20:27:12,5232,00:13:44,824
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01294,20:13:56,4436,20:27:14,5234,00:13:18,798
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01281,20:13:17,4397,20:27:15,5235,00:13:58,838
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01277,20:13:09,4389,20:27:17,5237,00:14:08,848
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01287,20:13:33,4413,20:27:18,5238,00:13:45,825
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01295,20:13:57,4437,20:27:20,5240,00:13:23,803
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01297,20:14:06,4446,20:27:22,5242,00:13:16,796
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01289,20:13:37,4417,20:27:23,5243,00:13:46,826
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01292,20:13:50,4430,20:27:25,5245,00:13:35,815
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01302,20:14:14,4454,20:28:55,5335,00:14:41,881
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01290,20:13:39,4419,20:28:57,5337,00:15:18,918
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:13:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01293,20:13:52,4432,20:28:59,5339,00:15:07,907
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01298,20:14:07,4447,20:29:01,5341,00:14:54,894
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01309,20:14:34,4474,20:29:03,5343,00:14:29,869
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01296,20:14:02,4442,20:29:04,5344,00:15:02,902
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01301,20:14:13,4453,20:29:06,5346,00:14:53,893
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01310,20:14:36,4476,20:29:08,5348,00:14:32,872
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01308,20:14:31,4471,20:29:09,5349,00:14:38,878
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01303,20:14:17,4457,20:29:11,5351,00:14:54,894
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01304,20:14:23,4463,20:29:13,5353,00:14:50,890
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01315,20:14:51,4491,20:29:14,5354,00:14:23,863
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01312,20:14:43,4483,20:29:16,5356,00:14:33,873
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01299,20:14:08,4448,20:29:18,5358,00:15:10,910
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01306,20:14:28,4468,20:29:19,5359,00:14:51,891
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01300,20:14:11,4451,20:29:21,5361,00:15:10,910
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01307,20:14:29,4469,20:29:23,5363,00:14:54,894
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01318,20:15:02,4502,20:29:24,5364,00:14:22,862
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01314,20:14:48,4488,20:29:26,5366,00:14:38,878
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01305,20:14:25,4465,20:29:28,5368,00:15:03,903
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01311,20:14:39,4479,20:29:29,5369,00:14:50,890
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01317,20:14:56,4496,20:29:31,5371,00:14:35,875
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01319,20:15:11,4511,20:29:33,5373,00:14:22,862
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01320,20:15:12,4512,20:29:34,5374,00:14:22,862
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01322,20:15:15,4515,20:29:36,5376,00:14:21,861
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01313,20:14:45,4485,20:29:38,5378,00:14:53,893
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01323,20:15:19,4519,20:29:40,5380,00:14:21,861
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01329,20:15:38,4538,20:29:41,5381,00:14:03,843
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:14:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01316,20:14:55,4495,20:29:43,5383,00:14:48,888
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Route1"} "startTime":"20:20:00" "total":1 "duration":1 "startPlace":"SL_GPS" "goal":"EXIT_GPS" "conditions":["INDEXA_R1_80"]},ag01425,20:20:00,4800,20:30:04,5404,00:10:04,604
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01331,20:15:46,4546,20:30:45,5445,00:14:59,899
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01324,20:15:20,4520,20:30:46,5446,00:15:26,926
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01325,20:15:26,4526,20:30:48,5448,00:15:22,922
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01321,20:15:13,4513,20:30:50,5450,00:15:37,937
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01326,20:15:27,4527,20:30:52,5452,00:15:25,925
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01342,20:16:03,4563,20:30:53,5453,00:14:50,890
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01333,20:15:49,4549,20:30:55,5455,00:15:06,906
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01330,20:15:41,4541,20:30:57,5457,00:15:16,916
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01343,20:16:05,4565,20:32:25,5545,00:16:20,980
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01336,20:15:52,4552,20:32:27,5547,00:16:35,995
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01328,20:15:37,4537,20:32:29,5549,00:16:52,1012
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01327,20:15:35,4535,20:32:30,5550,00:16:55,1015
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01340,20:16:00,4560,20:32:32,5552,00:16:32,992
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01347,20:16:17,4577,20:32:34,5554,00:16:17,977
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01338,20:15:54,4554,20:32:36,5556,00:16:42,1002
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01334,20:15:50,4550,20:32:37,5557,00:16:47,1007
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01337,20:15:53,4553,20:32:39,5559,00:16:46,1006
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01349,20:16:19,4579,20:32:41,5561,00:16:22,982
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01335,20:15:51,4551,20:32:42,5562,00:16:51,1011
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01332,20:15:48,4548,20:32:44,5564,00:16:56,1016
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01348,20:16:18,4578,20:32:45,5565,00:16:27,987
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01353,20:16:33,4593,20:32:47,5567,00:16:14,974
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:15:00" "total":22 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01339,20:15:59,4559,20:32:49,5569,00:16:50,1010
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01354,20:16:35,4595,20:32:50,5570,00:16:15,975
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01346,20:16:14,4574,20:32:52,5572,00:16:38,998
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01341,20:16:02,4562,20:32:53,5573,00:16:51,1011
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01350,20:16:23,4583,20:32:55,5575,00:16:32,992
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01344,20:16:08,4568,20:32:57,5577,00:16:49,1009
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01351,20:16:24,4584,20:32:58,5578,00:16:34,994
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01359,20:16:57,4617,20:33:00,5580,00:16:03,963
{"rule":"EACH" "agentType":{"className":"RubyAgent" "rubyAgentClass":"SampleAgent_Busy"} "startTime":"20:16:00" "total":21 "duration":60 "startPlace":"SL_SWM" "goal":"EXIT_STATION"},ag01355,20:16:40,4600,20:33:01,5581,00:16:21,981
